t_index	term	df
10399	scrambl	16
10400	scrambler	1
10401	scrap	9
10402	scrape	4
10403	scratch	2
10404	scrawl	1
10405	scrawni	2
10406	scream	15
10407	screech	1
10408	screen	13
10409	screw	1
10410	scribbl	3
10411	script	3
10412	scriptur	1
10413	scrutin	2
10414	scrutini	7
10415	scuffl	1
10416	sculptur	1
10417	scurri	1
10418	scuttl	2
10419	se	1
10420	sea	96
10421	seab	8
10422	seafood	1
10423	seal	16
10424	sealed-off	1
10425	sealift	1
10426	seam	4
10427	seaman	9
10428	seamen	10
10429	sean	3
10430	seanc	1
10431	seaport	3
10432	sear	1
10433	search	143
10434	search-and-rescu	1
10435	searcher	7
10436	season	17
10437	season-end	2
10438	seat	64
10439	seattl	10
10440	seattle-bas	1
10441	seawal	1
10442	seawat	5
10443	seaworthi	4
10444	sebastian	2
10445	sebastien	16
10446	sebek	4
10447	sec	3
10448	secessionist	4
10449	sech	1
10450	seclud	1
10451	seclus	2
10452	second	162
10453	second-guess	2
10454	second-highest	7
10455	second-largest	2
10456	second-longest	3
10457	second-round	6
10458	second-se	1
10459	second-seed	6
10460	second-serv	2
10461	second-set	2
10462	secondari	1
10463	secondli	4
10464	secreci	1
10465	secret	82
10466	secretari	157
10467	secretary-design	4
10468	secretary-gener	14
10469	secretli	5
10470	sect	2
10471	sectarian	2
10472	section	19
10473	sector	4
10474	secular	2
10475	secur	314
10476	security-wis	1
10477	sedat	1
10478	see	190
10479	seed	53
10480	seek	92
10481	seeker	3
10482	seem	136
10483	seemingli	3
10484	seen	133
10485	seeth	1
10486	segment	3
10487	segodnya	2
10488	segreg	1
10489	seif	2
10490	seismic	3
10491	seismograph	5
10492	seismolog	3
10493	seismologist	7
10494	seiu	1
10495	seiz	33
10496	sejwal	1
10497	sekou	1
10498	seldom	1
10499	sele	30
10500	select	18
10501	seleri	1
10502	self	6
10503	self-absorb	1
10504	self-appoint	1
10505	self-censorship	1
10506	self-confid	1
10507	self-defens	4
10508	self-determin	4
10509	self-doubt	2
10510	self-exil	2
10511	self-financ	1
10512	self-impos	8
10513	self-inflict	3
10514	self-proclaim	2
10515	self-promot	1
10516	self-protect	4
10517	self-respect	1
10518	self-serv	1
10519	selig	1
10520	sell	14
10521	seller	1
10522	semi	10
10523	semi-clandestin	1
10524	semi-desert	1
10525	semi-offici	1
10526	semi-reform	1
10527	semiautomat	1
10528	semifin	30
10529	semifinalist	12
10530	semin	1
10531	seminar	1
10532	semion	1
10533	sen	59
10534	senat	123
10535	senator-elect	6
10536	senatori	6
10537	send	70
10538	seneg	2
10539	senior	126
10540	sennett	1
10541	sens	53
10542	sensat	1
10543	senseless	4
10544	sensibl	2
10545	sensit	11
10546	sent	140
10547	sentenc	95
10548	sentiment	22
10549	separ	56
10550	separatist	2
10551	seper	1
10552	sept	47
10553	septemb	62
10554	sequenc	2
10555	serafin	1
10556	seraguso	1
10557	serb	49
10558	serb-domin	3
10559	serbia	86
10560	serbian	72
10561	serbian-irish	1
10562	serbo-croatian	1
10563	seren	6
10564	serena	31
10565	serendipit	1
10566	serga	8
10567	sergaev	1
10568	sergeant	2
10569	sergei	1
10570	sergeyev	1
10571	sergio	8
10572	serheo	1
10573	seri	38
10574	serial	5
10575	seriou	39
10576	serious	31
10577	sermon	3
10578	serov	1
10579	serv	187
10580	servant	6
10581	serve-and-volley	5
10582	servic	203
10583	servicemen	24
10584	servil	1
10585	sesam	1
10586	seselj	2
10587	session	39
10588	set	232
10589	setback	5
10590	seth	1
10591	setinya	1
10592	settl	33
10593	settlement	8
10594	seven	130
10595	seven-gam	2
10596	seven-pag	1
10597	seven-person	1
10598	seven-stori	1
10599	seven-term	2
10600	seven-way	1
10601	seven-week	4
10602	seven-year	3
10603	seven-year-long	1
10604	seven-year-old	1
10605	seventeen	16
10606	seventh	30
10607	seventh-seed	1
10608	seventi	1
10609	sever	248
10610	severin	1
10611	severodvinsk	1
10612	severomorsk	4
10613	sew	1
10614	sewag	4
10615	sewart	1
10616	sex	8
10617	sexual	15
10618	seymour	1
10619	sgt	5
10620	shaar	2
10621	shab	2
10622	shabtai	1
10623	shack	7
10624	shade	2
10625	shadow	17
10626	shadowi	8
10627	shaeffer	1
10628	shaft	3
10629	shah	4
10630	shaheen	1
10631	shaher	1
10632	shailesh	1
10633	shajea	1
10634	shake	28
10635	shaken	11
10636	shaki	2
10637	shalikashvili	1
10638	shall	3
10639	shallow	3
10640	shallow-wat	1
10641	sham	2
10642	shambl	3
10643	shame	6
10644	shamshran	1
10645	shane	1
10646	shannon	1
10647	shantytown	5
10648	shape	27
10649	shapeless	1
10650	shapeup	1
10651	shapiro	1
10652	shard	3
10653	share	39
10654	shargel	1
10655	sharm	3
10656	sharon	2
10657	sharp	13
10658	sharpen	2
10659	sharper	1
10660	sharpli	14
10661	shatter	33
10662	shaughnessi	3
10663	shave	1
10664	shavit	1
10665	shaw	3
10666	shawn	3
10667	shea	1
10668	sheaf	1
10669	shear	2
10670	sheath	1
10671	shebeck	1
10672	shebek	1
10673	shed	6
10674	sheehan	2
10675	sheehen	1
10676	sheepish	1
10677	sheepishli	1
10678	sheer	3
10679	sheet	22
10680	sheik	5
10681	sheikh	2
10682	sheila	1
10683	shelf	3
10684	shell	6
10685	shelle	4
10686	shelli	1
10687	shelten	1
10688	shelter	22
10689	shelti	1
10690	shelton	6
10691	shelv	2
10692	shemter	1
10693	shephard	1
10694	shepherd	4
10695	sheriff	14
10696	sherman	1
10697	sherri	3
10698	sheryl	1
10699	shi	5
10700	shiela	1
10701	shield	8
10702	shift	20
10703	shiit	3
10704	shine	10
10705	shini	2
10706	ship	193
10707	shipboard	1
10708	shipbuild	6
10709	shipman	1
10710	shipmat	13
10711	shipment	1
10712	shipyard	8
10713	shirley	1
10714	shirt	12
10715	shirtless	2
10716	shiver	1
10717	shkval	7
10718	shlomo	1
10719	shock	43
10720	shoddi	1
10721	shoddili	1
10722	shoe	15
10723	shoe-leath	2
10724	shoeed	1
10725	sholti	1
10726	shook	46
10727	shoot	20
10728	shoot-out	1
10729	shootout	3
10730	shop	53
10731	shopkeep	2
10732	shoplift	2
10733	shopper	1
10734	shore	18
10735	shorelin	1
10736	short	92
10737	short-liv	4
10738	short-sleev	1
10739	short-staf	1
10740	short-term	3
10741	shortag	16
10742	shortchang	2
10743	shortcom	4
10744	shortcut	1
10745	shorter	3
10746	shortest	1
10747	shortfal	2
10748	shorthand	2
10749	shortli	47
10750	shot	76
10751	shotgun	18
10752	shotmak	1
10753	shoulder	16
10754	shouldn	13
10755	shout	29
10756	shove	5
10757	shovel	12
10758	show	187
10759	showcas	2
10760	showdown	12
10761	shower	7
10762	shown	20
10763	shrank	4
10764	shrapnel	1
10765	shred	5
10766	shreveport	2
10767	shrewd	4
10768	shrill	1
10769	shrine	1
10770	shriner	1
10771	shrink	6
10772	shrunk	1
10773	shukla	2
10774	shuler	1
10775	shultz	3
10776	shun	2
10777	shusaki	3
10778	shut	27
10779	shutdown	1
10780	shutter	2
10781	shuttl	4
10782	sibl	8
10783	sicili	2
10784	sick	8
10785	side	153
10786	sidelin	11
10787	sidestep	4
10788	sideway	1
10789	sidl	7
10790	sidot	1
10791	sieg	9
10792	siemerink	1
10793	sierra	4
10794	siev	11
10795	siewert	24
10796	sifford	16
10797	sift	11
10798	sigh	3
10799	sight	25
10800	sightse	4
10801	sign	133
10802	signal	34
10803	signalman	1
10804	signatur	7
10805	signifi	1
10806	signific	41
10807	significantli	9
10808	sigonella	2
10809	sikh	1
10810	silberl	1
10811	silenc	19
10812	silent	19
10813	sill	1
10814	silli	1
10815	silliman	1
10816	silo	3
10817	silt	1
10818	silva	1
10819	silver	8
10820	silver-tongu	2
10821	silvia	3
10822	silvija	2
10823	simeon	1
10824	simil	1
10825	similar	47
10826	similarli	5
10827	simmer	3
10828	simmon	3
10829	simpl	19
10830	simpler	1
10831	simpli	46
10832	simul	1
10833	simultan	8
10834	sin	3
10835	sinc	341
10836	sincer	5
10837	sindh	2
10838	sing	6
10839	singapor	3
10840	singaporean	1
10841	singer	7
10842	singh	4
10843	singl	50
10844	single-digit	1
10845	single-stori	1
10846	singular	1
10847	singularli	1
10848	sinha	1
10849	sink	32
10850	siobhan	1
10851	sion	1
10852	sip	6
10853	sir	5
10854	sirah	1
10855	siren	1
10856	siriman	1
10857	sister	45
10858	sister-in-law	1
10859	sit	37
10860	sit-in	2
10861	site	80
10862	situat	82
10863	six	149
10864	six-b	1
10865	six-bunk	1
10866	six-day	1
10867	six-foot	2
10868	six-hour	2
10869	six-man	1
10870	six-memb	1
10871	six-month	1
10872	six-seat	3
10873	six-stori	1
10874	six-vehicl	1
10875	six-week	5
10876	six-year	3
10877	six-year-long	1
10878	sixteen	3
10879	sixth	32
10880	sixth-seed	3
10881	sixti	1
10882	siyaram	1
10883	sizabl	2
10884	size	19
10885	sizzl	2
10886	skeptic	10
10887	sketch	11
10888	sketchi	14
10889	ski	2
10890	skiff	10
10891	skill	13
10892	skim	8
10893	skin	7
10894	skip	8
10895	skipper	5
10896	skirmish	1
10897	skirt	5
10898	skull	3
10899	sky	18
10900	skyscrap	4
10901	slab	15
10902	slade	7
10903	slain	10
10904	slam	58
10905	slant	2
10906	slap	3
10907	slash	4
10908	slat	1
10909	slate	6
10910	slater	2
10911	slaughterhous	1
10912	slava	1
10913	slavador	1
10914	slavica	1
10915	slavija	2
10916	slavish	1
10917	slavo	1
10918	slavoljub	1
10919	slay	12
10920	sledgehamm	3
10921	sleep	36
10922	sleepless	1
10923	sleight	1
10924	slender	1
10925	slenderest	1
10926	slept	8
10927	slice	10
10928	slid	2
10929	slide	3
10930	slight	6
10931	slightest	3
10932	slightli	27
10933	slim	10
10934	slime	1
10935	slip	30
10936	slippag	1
10937	sliver	2
10938	slm	2
10939	slobadon	1
10940	slobo	3
10941	slobodan	126
10942	slocomb	1
10943	slogan	12
10944	slope	2
10945	sloppi	5
10946	slouch	1
10947	slovakia	8
10948	slovakian	1
10949	slow	38
10950	slow-foot	1
10951	slow-mov	1
10952	slowdown	2
10953	slowest	2
10954	slowli	26
10955	slug	1
10956	sluggish	4
10957	slump	6
10958	slur	1
10959	smack	4
10960	small	208
10961	smaller	25
10962	smallest	2
10963	smaltz	1
10964	smart	2
10965	smarter	2
10966	smartest	1
10967	smartli	1
10968	smash	25
10969	smear	3
10970	smederevska	2
10971	smell	7
10972	smile	36
10973	smit	1
10974	smith	21
10975	smithvil	1
10976	smitten	1
10977	smog	2
10978	smoggiest	1
10979	smoke	26
10980	smoker	1
10981	smokescreen	1
10982	smokey	1
10983	smolder	1
10984	smolinski	1
10985	smooth	9
10986	smoothli	2
10987	smother	2
10988	smuggl	3
10989	snack	2
10990	snake	1
10991	snap	9
10992	snapper	1
10993	snappi	1
10994	snare	1
10995	snarl	1
10996	snatch	8
10997	sneak	3
10998	sneaker	1
10999	sneaker-clad	1
11000	sneet	1
11001	snif	3
11002	sniff	1
11003	sniffer	13
11004	snipe	1
11005	sniper	1
11006	snippet	2
11007	snitch	3
11008	snjezana	1
11009	snour	1
11010	snow	11
11011	snow-cov	1
11012	snowfal	1
11013	snowstorm	2
11014	snyder	1
11015	so-cal	10
11016	soak	2
11017	soap	1
11018	soap-operat	1
11019	soar	7
11020	sob	3
11021	sober	2
11022	soccer	4
11023	social	33
11024	socialist	36
11025	societi	34
11026	sock	3
11027	socotra	2
11028	socti	1
11029	sod	1
11030	sofa	2
11031	soft	10
11032	soft-spoken	2
11033	soften	4
11034	softli	1
11035	softwar	7
11036	soglasiy	1
11037	soil	7
11038	sojourn	1
11039	solanki	1
11040	solari	1
11041	sold	19
11042	soldier	97
11043	sole	9
11044	solemn	4
11045	solemnli	1
11046	solicit	1
11047	solid	15
11048	solidar	6
11049	solidifi	2
11050	solidli	1
11051	solitari	2
11052	solitud	1
11053	solomon	1
11054	solorzano	2
11055	solut	14
11056	solv	6
11057	somali	2
11058	somali-born	1
11059	somalia	8
11060	somber	6
11061	somberli	2
11062	somebodi	22
11063	someday	5
11064	somehow	16
11065	someon	49
11066	someplac	1
11067	someth	112
11068	sometim	50
11069	somewhat	9
11070	somewher	14
11071	somo	1
11072	son	114
11073	son-in-law	3
11074	sonar	2
11075	song	3
11076	songwrit	3
11077	sonia	3
11078	sonni	1
11079	soon	94
11080	soon-to-b	1
11081	sooner	5
11082	sooooo	1
11083	soot	1
11084	sooti	1
11085	sop	1
11086	sophist	22
11087	sordid	1
11088	sore	8
11089	sorri	4
11090	sorrow	3
11091	sort	53
11092	sorti	1
11093	sosonati	7
11094	soto	3
11095	souc	1
11096	sought	50
11097	soul	4
11098	soumaila	1
11099	sound	56
11100	soundli	3
11101	soundproof	1
11102	soup	3
11103	soup-stirr	1
11104	sour	2
11105	sourc	93
11106	south	123
11107	south-centr	1
11108	south-east	1
11109	southeast	35
11110	southeastern	10
11111	southern	67
11112	southwest	19
11113	southwestern	6
11114	souvenir	2
11115	sovereign	2
11116	sovereignti	8
11117	soviet	29
11118	soviet-era	5
11119	soxon	1
11120	sp	2
11121	space	19
11122	spaciou	1
11123	spain	20
11124	span	6
11125	spangl	1
11126	spaniard	2
11127	spaniel	1
11128	spanish	13
11129	spanish-languag	3
11130	spanish-speak	6
11131	spare	9
11132	spark	18
11133	spasski	2
11134	spat	1
11135	spate	3
11136	speak	120
11137	speaker	19
11138	spear	8
11139	spearhead	3
11140	speci	1
11141	special	111
11142	specialist	21
11143	specif	55
11144	specifi	13
11145	spectacl	3
11146	spectacular	4
11147	spectat	7
11148	specter	3
11149	spectrum	1
11150	specul	44
11151	sped	4
11152	speech	62
11153	speed	31
11154	speedboat	1
11155	speedi	1
11156	speedskat	1
11157	spell	9
11158	spenc	3
11159	spencer	6
11160	spend	57
11161	spent	74
11162	sperl	2
11163	sphere	1
11164	spi	66
11165	spielberg	1
11166	spill	4
11167	spin	4
11168	spin-doctor	1
11169	spine	2
11170	spiral	4
11171	spire	1
11172	spirit	18
11173	spiritu	3
11174	spite	5
11175	splash	1
11176	splashdown	1
11177	splatter	1
11178	splint	1
11179	splinter	3
11180	splinz	1
11181	split	23
11182	spode	1
11183	spoil	11
11184	spoiler	3
11185	spokan	1
11186	spoke	76
11187	spoken	21
11188	spokesman	184
11189	spokesmen	4
11190	spokeswoman	28
11191	sponsor	14
11192	sponsorship	2
11193	spontan	4
11194	spook	1
11195	sporad	1
11196	sport	59
11197	sportsmen	1
11198	spot	33
11199	spotlight	14
11200	spotti	6
11201	spous	7
11202	spragu	1
11203	spraig	1
11204	sprain	7
11205	sprawl	8
11206	spray	6
11207	spread	53
11208	spree	2
11209	spring	28
11210	springfield	3
11211	sprinkl	2
11212	sprint	5
11213	sprout	2
11214	spruance-class	1
11215	sprung	2
11216	spun	1
11217	spur	5
11218	spy-1d	1
11219	spymast	19
11220	squabbl	1
11221	squad	23
11222	squadron	1
11223	squall	3
11224	squander	2
11225	squar	22
11226	squat	1
11227	squatter	3
11228	squeak	2
11229	squeamish	1
11230	squeez	7
11231	squirrel	2
11232	squish	1
11233	sr	3
11234	srdic	4
11235	srebrenica	1
11236	srpska	1
11237	st	55
11238	stab	9
11239	stabenow	5
11240	stabil	43
11241	stabl	21
11242	stacey	1
11243	staci	1
11244	stack	8
11245	stadium	13
11246	staf	3
11247	staff	67
11248	staffer	2
11249	staffinr	1
11250	stafford	4
11251	stage	49
11252	stagger	9
11253	stain	3
11254	stained-glass	3
11255	stair	3
11256	stairwel	4
11257	stake	24
11258	stalem	6
11259	stalin	2
11260	stalinist	1
11261	stalk	2
11262	stall	4
11263	stambol	2
11264	stambuk	1
11265	stamenkov	2
11266	stamina	1
11267	stammer	1
11268	stamped	4
11269	stanc	5
11270	stand	124
11271	stand-off	2
11272	standard	18
11273	standbi	1
11274	standing-room	2
11275	standoff	8
11276	standpoint	1
11277	standstil	6
11278	stanley	4
11279	stapl	1
11280	star	32
11281	star-stud	1
11282	star-telegram	1
11283	stare	7
11284	stark	5
11285	starkli	1
11286	starr	1
11287	starrr	1
11288	start	160
11289	startl	2
11290	starv	1
11291	stash	1
11292	stasio	1
11293	stat	2
11294	state	576
11295	state-build	1
11296	state-control	4
11297	state-of-th	1
11298	state-of-the-art	2
11299	state-own	4
11300	state-run	25
11301	state-sponsor	6
11302	statehous	4
11303	stateless	1
11304	statement	104
11305	stateroom	1
11306	statesman	2
11307	statewid	5
11308	station	121
11309	stationeri	1
11310	statist	13
11311	statistical_report	2
11312	statu	18
11313	statur	4
11314	statut	5
11315	staunch	2
11316	staunchest	2
11317	staunchli	2
11318	stay	148
11319	ste	1
11320	stead	1
11321	steadfast	1
11322	steadi	4
11323	steadili	4
11324	steal	27
11325	stealer	1
11326	stealth	1
11327	stealthi	1
11328	stealthier	1
11329	stealthili	1
11330	steam	6
11331	steami	1
11332	steel	28
11333	steel-entangl	1
11334	steenbuch	1
11335	steep	15
11336	steer	8
11337	stefan	1
11338	stefano	5
11339	stefanov	4
11340	steffi	1
11341	steinberg	1
11342	steindorff	1
11343	stell	1
11344	stellar	1
11345	stem	15
11346	stemmo	1
11347	stenberg	1
11348	stench	2
11349	step	135
11350	step-down	1
11351	stephani	1
11352	stephanopoulo	1
11353	stephen	7
11354	stepmoth	1
11355	steppingston	1
11356	stepson	1
11357	stereo	1
11358	sterl	3
11359	stern	13
11360	stern-fac	1
11361	sternavich	1
11362	sternli	2
11363	steskic	1
11364	stevan	3
11365	steve	10
11366	stevedor	1
11367	steven	3
11368	stevenson	4
11369	stew	1
11370	stewardship	4
11371	stewart	2
11372	stick	18
11373	sticker	2
11374	sticki	1
11375	stickier	4
11376	stiff	3
11377	stifl	2
11378	stigmat	1
11379	still	370
11380	still-buri	1
11381	sting	1
11382	stipend	1
11383	stipul	4
11384	stir	14
11385	stirrup	1
11386	stitch	1
11387	stock	5
11388	stocki	1
11389	stockpil	5
11390	stoical	1
11391	stojanov	1
11392	stojiljikov	1
11393	stojiljkov	3
11394	stoke	4
11395	stoko	1
11396	stokov	1
11397	stole	25
11398	stolen	13
11399	stolt	1
11400	stomach	6
11401	stomach-churn	1
11402	stomp	1
11403	stone	18
11404	stonewal	1
11405	stoni	3
11406	stood	66
11407	stool	2
11408	stop	175
11409	stop-gap	1
11410	stopgap	1
11411	stopov	4
11412	stoppag	6
11413	stopper	1
11414	storag	3
11415	store	67
11416	stori	79
11417	storm	46
11418	stormi	2
11419	storybook	1
11420	stosic	2
11421	stoutli	1
11422	stowag	1
11423	stoyan	1
11424	straddl	1
11425	straight	23
11426	straight-fac	1
11427	straight-set	1
11428	straighten	1
11429	straightforward	4
11430	strain	4
11431	strait	2
11432	straition	1
11433	strakov	1
11434	strand	3
11435	strang	9
11436	stranger	6
11437	strangl	1
11438	stranglehold	1
11439	strateg	18
11440	strategeri	1
11441	strategi	20
11442	strategist	7
11443	straw	1
11444	stray	2
11445	streak	16
11446	stream	14
11447	streamlin	1
11448	stree	1
11449	street	176
11450	strength	18
11451	strengthen	27
11452	strenuous	1
11453	stress	33
11454	stretch	30
11455	stretcher	13
11456	strewn	3
11457	stricken	11
11458	strickland	2
11459	strict	5
11460	stricter	1
11461	strictli	7
11462	strictur	1
11463	strident	1
11464	strife	2
11465	strike	85
11466	strikebound	5
11467	strikebreak	3
11468	striker	12
11469	string	14
11470	stringent	2
11471	stringfellow	5
11472	strip	24
11473	stripe	3
11474	strive	7
11475	strode	1
11476	stroke	10
11477	stroll	1
11478	strom	1
11479	strong	92
11480	stronger	17
11481	strongest	10
11482	stronghold	27
11483	strongli	15
11484	strongman	8
11485	strongmen	1
11486	strother	1
11487	strove	1
11488	struck	45
11489	structur	19
11490	struggl	72
11491	stuart	1
11492	stubb	1
11493	stubborn	1
11494	stubbornli	1
11495	stuck	9
11496	student	53
11497	student-run	1
11498	studi	38
11499	studio	3
11500	stuf	1
11501	stuff	6
11502	stumbl	13
11503	stump	1
11504	stun	40
11505	stung	3
11506	stunningli	2
11507	stunt	2
11508	sturdi	1
11509	sturdier	1
11510	style	20
11511	stymi	1
11512	su	4
11513	suarez	3
11514	sub	21
11515	sub-saharan	3
11516	sub-standard	1
11517	subcommitte	2
11518	subcontin	3
11519	subdu	7
11520	subgroup	1
11521	subject	39
11522	subjug	1
11523	submachin	2
11524	submarin	63
11525	submerg	5
11526	submers	3
11527	submit	25
11528	subordin	1
11529	subpoena	1
11530	subscrib	1
11531	subsequ	9
11532	subsid	4
11533	subsidi	1
11534	subsidiari	3
11535	subsist	1
11536	substanc	6
11537	substandard	1
11538	substanti	17
11539	substitut	4
11540	subterranean	1
11541	subtext	2
11542	subtl	1
11543	subtocnga	4
11544	suburb	26
11545	suburban	11
11546	subvers	3
11547	subvert	3
11548	subway	1
11549	succeed	32
11550	succes-	1
11551	success	70
11552	successor	39
11553	succumb	2
11554	suchitepequez	5
11555	suck	1
11556	sudan	11
11557	sudanes	1
11558	sudden	20
11559	suddenli	17
11560	sue	7
11561	suez	18
11562	suffer	95
11563	suffici	16
11564	suffoc	4
11565	sugarcoat	1
11566	sugari	1
11567	suggest	94
11568	suharto	1
11569	suicid	129
11570	suit	36
11571	suitabl	5
11572	suitcas	5
11573	suitland	1
11574	sukiyaki	1
11575	sullivan	3
11576	sultan	6
11577	sultri	1
11578	sum	2
11579	summar	2
11580	summari	4
11581	summer	23
11582	summit	32
11583	summon	6
11584	sumner	1
11585	sun	22
11586	sun-herald	1
11587	sun-splash	1
11588	sunbak	1
11589	sunda	1
11590	sunday	201
11591	sunglass	2
11592	sunil	1
11593	sunk	7
11594	sunken	25
11595	sunni	4
11596	sunris	1
11597	sunset	4
11598	sunshin	1
11599	super	3
11600	superb	2
11601	superbl	2
11602	superfast	1
11603	superintend	1
11604	superior	4
11605	supermarket	6
11606	superpow	2
11607	superstructur	1
11608	supervis	12
11609	supervisor	6
11610	supplement	1
11611	suppli	55
11612	support	271
11613	suppos	19
11614	supposedli	4
11615	supposingli	1
11616	suppress	12
11617	suprem	47
11618	supremaci	2
11619	supremacist	1
11620	surat	3
11621	sure	105
11622	sure-bet	1
11623	surf	2
11624	surfac	28
11625	surg	14
11626	surgeon	9
11627	surgeri	13
11628	surgic	3
11629	surnia	1
11630	surpass	5
11631	surplu	3
11632	surpris	52
11633	surprisingli	4
11634	surreal	4
11635	surrend	34
11636	surrog	5
11637	surround	61
11638	surveil	17
11639	survey	26
11640	surviv	100
11641	survivor	92
11642	susa	1
11643	susan	33
11644	susann	1
11645	suscept	2
11646	susi	3
11647	suspect	142
11648	suspend	25
11649	suspens	9
11650	suspici	13
11651	suspicion	36
11652	sustain	13
11653	susten	1
11654	sutyagin	1
11655	svilanov	3
11656	swab	1
11657	swagger	1
11658	swallow	4
11659	swami	3
11660	swamimarayan	1
11661	swamp	1
11662	swan	3
11663	swap	6
11664	swarm	16
11665	swat	2
11666	sway	17
11667	swear	6
11668	swearing-in	5
11669	sweat	4
11670	sweat-soak	1
11671	sweater	3
11672	sweati	6
11673	swede	2
11674	sweden	5
11675	sweep	21
11676	sweet	3
11677	sweeten	1
11678	sweetheart	2
11679	swell	14
11680	swelter	1
11681	swenchoni	1
11682	swept	39
11683	swift	11
11684	swiftli	5
11685	swim	5
11686	swing	5
11687	swipe	1
11688	swirl	2
11689	swiss	16
11690	swiss-bas	1
11691	switch	20
11692	switzerland	25
11693	swivel	1
11694	swollen	2
11695	swoon	1
11696	swoop	1
11697	sword	1
11698	swore	3
11699	sworn	29
11700	swung	1
11701	sy	2
11702	sydney	10
11703	sylvest	1
11704	sylvia	1
11705	symbiones	4
11706	symbol	31
11707	symington	2
11708	symmetri	1
11709	sympath	2
11710	sympathet	8
11711	sympathi	8
11712	symphoni	1
11713	symptom	2
11714	sync	1
11715	syndic	1
11716	synonym	1
11717	syria	2
11718	syrian	6
11719	syrian-born	2
11720	syring	1
11721	system	82
11722	systemat	3
11723	t	439
11724	t-shirt	9
11725	tabara	3
11726	tabl	18
11727	tableau	2
11728	tableaux	1
11729	tablecloth	2
11730	tabloid	2
11731	tabul	5
11732	tacitli	1
11733	tackl	4
11734	tacoma	1
11735	tactic	15
11736	tactician	2
11737	tadic	2
11738	taffeta	1
11739	tag	1
11740	taha	3
11741	taigon	1
11742	tail	1
11743	tailor	11
11744	tailspin	2
11745	taint	10
11746	taiwan	9
11747	taiwanes	2
11748	taiz	1
11749	take	340
11750	taken	128
11751	takeoff	1
11752	takeov	15
11753	taker	1
11754	takla	1
11755	talaja	2
11756	tale	5
11757	talent	8
11758	talib	1
11759	taliban	15
11760	talk	156
11761	talk-show	1
11762	talker	1
11763	tall	8
11764	tallahasse	1
11765	taller	4
11766	talli	15
11767	tamarin	4
11768	tame	7
11769	tamil	1
11770	tamme	1
11771	tampa	4
11772	tamper	3
11773	tan	2
11774	tanang	1
11775	tanasugarin	1
11776	tanasugarn	3
11777	tandem	1
11778	tangl	11
11779	tanja	1
11780	tanjug	13
11781	tank	25
11782	tank-mount	1
11783	tanker	2
11784	tant	1
11785	tantal	1
11786	tantamount	1
11787	tantrum	1
11788	tanugu	1
11789	tanzania	37
11790	tap	9
11791	tape	20
11792	tar	2
11793	tarawa	2
11794	tardi	1
11795	target	67
11796	tariff	2
11797	tariq	2
11798	tarmac	12
11799	tarnish	2
11800	tarp	3
11801	tarpaulin	3
11802	task	43
11803	tass	1
11804	tast	5
11805	tatter	4
11806	taunt	1
11807	tawdri	1
11808	tawfiq	1
11809	tax	40
11810	tax-evas	1
11811	tax-sav	3
11812	tax-writ	1
11813	taxi	6
11814	taxpay	2
11815	taylor	2
11816	tdcj	14
11817	tea	9
11818	teach	8
11819	teacher	16
11820	team	119
11821	teammat	2
11822	tear	72
11823	tear-ga	1
11824	tearga	4
11825	tech	1
11826	technic	24
11827	technician	15
11828	techniqu	4
11829	technocrat	1
11830	technolog	42
11831	technology-rel	1
11832	techsourc	2
11833	tecla	11
11834	ted	3
11835	teddi	1
11836	teem	3
11837	teen	2
11838	teen-ag	14
11839	teenag	4
11840	teepl	1
11841	teeter	2
11842	teeth	2
11843	tefb	1
11844	tegla	1
11845	tekla	2
11846	tel	4
11847	telar	1
11848	telecommun	2
11849	teleconfer	2
11850	telephon	72
11851	televis	170
11852	televisa	1
11853	televison	1
11854	tell	108
11855	teller	7
11856	tello	2
11857	tem	1
11858	temblor	13
11859	tempel	1
11860	temper	4
11861	temperatur	10
11862	tempestu	1
11863	templ	8
11864	templat	1
11865	tempo	1
11866	temporari	13
11867	temporarili	10
11868	ten	77
11869	ten-year	2
11870	tenabl	1
11871	tenac	1
11872	tenaci	1
11873	tenant	3
11874	tend	11
11875	tendenc	4
11876	tender	4
11877	tenet	2
11878	tenn	8
11879	tennesse	11
11880	tenni	39
11881	tens	18
11882	tension	25
11883	tent	39
11884	tent-dwel	3
11885	tentacl	1
11886	tenth	3
11887	tenur	9
11888	ter	1
11889	term	111
11890	term-end	1
11891	term-limit	1
11892	termer	1
11893	termin	15
11894	tern	1
11895	terr	1
11896	terrain	2
11897	terrel	1
11898	terrenc	12
11899	terri	6
11900	terribl	28
11901	terribly	1
11902	terrif	2
11903	terrifi	9
11904	terrifng	1
11905	terrifyingli	1
11906	territori	22
11907	terror	102
11908	terrorist	203
11909	test	42
11910	testament	2
11911	testifi	25
11912	testili	1
11913	testimoni	19
11914	testu	1
11915	testud	9
11916	tethani	1
11917	tether	2
11918	tex	1
11919	texa	95
11920	texas-wyom	1
11921	text	6
11922	textbook	1
11923	textil	4
11924	tfor	1
11925	th	3
11926	thaan	1
11927	thabo	3
11928	thaci	1
11929	thadani	1
11930	thaerz	1
11931	thahn	1
11932	thailand	2
11933	thakkar	4
11934	thakur	1
11935	thanh	2
11936	thank	117
11937	thanksgiv	2
11938	thankyou	1
11939	thatcher	1
11940	thaul	1
11941	theater	5
11942	theater-in-the-round	2
11943	thee-year	1
